word,word type,word list,school code,total features,total features 2,subject list,average,average2
scent,noun,wl2,1,361,361,59,6.118644068,6.118644068
schedule,noun,wl10,1,627,623,98,6.397959184,6.357142857
scotch,noun,wl4,1,302,301,59,5.118644068,5.101694915
search,noun,wl10,1,461,461,98,4.704081633,4.704081633
second,adjective,wl8,1,335,328,53,6.320754717,6.188679245
secure,adjective,wl6,1,388,389,68,5.705882353,5.720588235
see,verb,wl8,1,395,393,53,7.452830189,7.41509434
seldom,other,wl1,1,224,225,58,3.862068966,3.879310345
senator,noun,wl7,1,407,408,63,6.46031746,6.476190476
shade,noun,wl6,1,420,420,68,6.176470588,6.176470588
shampoo,noun,wl9,1,1060,1057,177,5.988700565,5.971751412
shearing,noun,wl3,1,262,260,50,5.24,5.2
ship,noun,wl10,1,588,583,98,6,5.948979592
shoe,noun,wl10,1,636,630,98,6.489795918,6.428571429
shortcoming,noun,wl7,1,377,379,63,5.984126984,6.015873016
shut,verb,wl5,1,678,665,112,6.053571429,5.9375
simple,adjective,wl10,1,375,372,98,3.826530612,3.795918367
ski,noun,wl9,1,1301,1282,177,7.350282486,7.242937853
sky,noun,wl9,1,1178,1174,177,6.655367232,6.632768362
slangy,adjective,wl5,1,608,602,112,5.428571429,5.375
sleep,noun,wl8,1,330,327,53,6.226415094,6.169811321
slid,verb,wl3,1,325,326,50,6.5,6.52
slip,noun,wl10,1,480,474,98,4.897959184,4.836734694
slowly,other,wl4,1,371,375,59,6.288135593,6.355932203
small,adjective,wl10,1,380,381,98,3.87755102,3.887755102
smile,noun,wl9,1,1206,1201,177,6.813559322,6.785310734
snatch,verb,wl6,1,284,270,68,4.176470588,3.970588235
snow,noun,wl7,1,633,623,63,10.04761905,9.888888889
sophomore,noun,wl4,1,427,428,59,7.237288136,7.254237288
soup,noun,wl6,1,413,424,68,6.073529412,6.235294118
south,noun,wl10,1,573,556,98,5.846938776,5.673469388
spaghetti,noun,wl7,1,527,525,63,8.365079365,8.333333333
spam,noun,wl7,1,351,347,63,5.571428571,5.507936508
spasm,noun,wl6,1,285,287,68,4.191176471,4.220588235
spice,noun,wl10,1,277,277,98,2.826530612,2.826530612
spine,noun,wl8,1,352,352,53,6.641509434,6.641509434
splashy,adjective,wl3,1,295,296,50,5.9,5.92
splice,noun,old words,1,189,187,60,3.15,3.116666667
sports,noun,wl9,1,1202,1205,177,6.790960452,6.807909605
spring,noun,wl8,1,424,416,53,8,7.849056604
squeak,noun,wl4,1,301,301,59,5.101694915,5.101694915
squirrel,noun,wl9,1,1323,1331,177,7.474576271,7.519774011
stack,noun,wl7,1,496,494,63,7.873015873,7.841269841
stairs,noun,wl8,1,365,365,53,6.886792453,6.886792453
steering,verb,wl4,1,341,334,59,5.779661017,5.661016949
sting,noun,wl9,1,1180,1160,177,6.666666667,6.553672316
stockbroker,noun,wl7,1,461,463,63,7.317460317,7.349206349
stolen,verb,wl1,1,356,359,58,6.137931034,6.189655172
stony,adjective,wl4,1,249,248,59,4.220338983,4.203389831
storage,noun,wl9,1,1083,1085,177,6.118644068,6.129943503
strange,adjective,wl10,1,380,380,98,3.87755102,3.87755102
strict,adjective,wl1,1,252,252,58,4.344827586,4.344827586
string,noun,wl10,1,556,551,98,5.673469388,5.62244898
strung,verb,wl7,1,353,347,63,5.603174603,5.507936508
subsidence,noun,wl3,1,234,233,50,4.68,4.66
suffer,verb,wl7,1,382,382,63,6.063492063,6.063492063
sunset,noun,wl10,1,611,611,98,6.234693878,6.234693878
suppose,verb,wl5,1,558,555,112,4.982142857,4.955357143
surfboard,noun,old words,1,712,718,60,11.86666667,11.96666667
surgeon,noun,wl4,1,436,437,59,7.389830508,7.406779661
surgery,noun,wl10,1,674,675,98,6.87755102,6.887755102
surprise,noun,wl5,1,777,778,112,6.9375,6.946428571
surreal,adjective,wl5,1,647,654,112,5.776785714,5.839285714
sweat,noun,wl8,1,402,405,53,7.58490566,7.641509434
swimmer,noun,wl6,1,430,431,68,6.323529412,6.338235294
sword,noun,wl10,1,524,522,98,5.346938776,5.326530612
syrup,noun,wl10,1,470,467,98,4.795918367,4.765306122
tabloids,noun,wl6,1,355,362,68,5.220588235,5.323529412
tantamount,adjective,wl3,1,203,204,50,4.06,4.08
tape,noun,wl10,1,555,533,98,5.663265306,5.43877551
teensy,adjective,wl4,1,328,326,59,5.559322034,5.525423729
temple,noun,wl10,1,507,505,98,5.173469388,5.153061224
tense,adjective,wl9,1,977,966,177,5.519774011,5.457627119
thick,adjective,wl6,1,304,303,68,4.470588235,4.455882353
thin,adjective,wl8,1,276,276,53,5.20754717,5.20754717
three,other,wl8,1,355,346,53,6.698113208,6.528301887
thursday,noun,wl9,1,1271,1271,177,7.18079096,7.18079096
tier,noun,wl6,1,301,296,68,4.426470588,4.352941176
tighten,verb,wl8,1,297,298,53,5.603773585,5.622641509
tint,noun,wl4,1,406,404,59,6.881355932,6.847457627
tiptoe,verb,wl4,1,403,407,59,6.830508475,6.898305085
tissue,noun,wl10,1,510,509,98,5.204081633,5.193877551
torch,noun,wl5,1,711,708,112,6.348214286,6.321428571
touch,noun,wl8,1,283,282,53,5.339622642,5.320754717
tout,noun,wl5,1,458,418,112,4.089285714,3.732142857
townspeople,noun,wl7,1,402,405,63,6.380952381,6.428571429
transformer,noun,wl5,1,717,722,112,6.401785714,6.446428571
transpire,verb,wl6,1,303,295,68,4.455882353,4.338235294
traumatic,adjective,wl7,1,392,392,63,6.222222222,6.222222222
tree,noun,wl10,1,767,761,98,7.826530612,7.765306122
troll,noun,wl6,1,428,430,68,6.294117647,6.323529412
tulips,noun,wl7,1,389,390,63,6.174603175,6.19047619
tupperware,noun,wl10,1,491,486,98,5.010204082,4.959183673
turtle,noun,wl10,1,649,643,98,6.62244898,6.56122449
typescript,noun,wl5,1,539,535,112,4.8125,4.776785714
tyrannosaurus,noun,wl7,1,382,384,63,6.063492063,6.095238095
uncle,noun,wl7,1,358,377,63,5.682539683,5.984126984
understand,verb,wl3,1,300,301,50,6,6.02
understudy,noun,wl3,1,385,389,50,7.7,7.78
unify,verb,wl6,1,318,315,68,4.676470588,4.632352941
unkempt,adjective,wl4,1,325,324,59,5.508474576,5.491525424
unlock,verb,wl7,1,410,408,63,6.507936508,6.476190476
unobtainable,adjective,wl4,1,357,366,59,6.050847458,6.203389831
update,verb,wl4,1,373,373,59,6.322033898,6.322033898
urge,verb,wl3,1,322,323,50,6.44,6.46
view,noun,wl8,1,277,276,53,5.226415094,5.20754717
violin,noun,wl8,1,426,425,53,8.037735849,8.018867925
visitation,noun,wl3,1,345,345,50,6.9,6.9
vomit,verb,wl10,1,565,566,98,5.765306122,5.775510204
wacky,adjective,wl7,1,323,319,63,5.126984127,5.063492063
wake,noun,wl7,1,519,510,63,8.238095238,8.095238095
walked,verb,wl3,1,386,387,50,7.72,7.74
wallop,verb,wl6,1,312,278,68,4.588235294,4.088235294
waltz,noun,wl7,1,405,409,63,6.428571429,6.492063492
wander,verb,wl8,1,321,323,53,6.056603774,6.094339623
warmup,verb,wl7,1,445,449,63,7.063492063,7.126984127
wash,noun,wl8,1,336,330,53,6.339622642,6.226415094
washington,noun,wl9,1,1375,1375,177,7.768361582,7.768361582
welcome,adjective,wl8,1,320,317,53,6.037735849,5.981132075
where,other,wl7,1,402,402,63,6.380952381,6.380952381
wild,adjective,wl9,1,1177,1153,177,6.649717514,6.514124294
wimp,noun,wl10,1,440,437,98,4.489795918,4.459183673
windmill,noun,wl6,1,378,379,68,5.558823529,5.573529412
wineglass,noun,wl4,1,400,400,59,6.779661017,6.779661017
wonderful,adjective,wl6,1,314,312,68,4.617647059,4.588235294
wood,noun,wl8,1,418,416,53,7.886792453,7.849056604
woodwind,noun,wl4,1,346,346,59,5.86440678,5.86440678
worn,adjective,wl4,1,285,284,59,4.830508475,4.813559322
wound,noun,wl10,1,477,472,98,4.867346939,4.816326531
wrath,noun,wl6,1,270,266,68,3.970588235,3.911764706
wrong,adjective,wl7,1,346,346,63,5.492063492,5.492063492
yard,noun,wl8,1,442,443,53,8.339622642,8.358490566
yarn,noun,wl3,1,350,349,50,7,6.98
young,adjective,wl9,1,979,978,177,5.531073446,5.525423729
zebra,noun,old words,1,1021,1019,70,14.58571429,14.55714286
zero,other,wl10,1,373,367,98,3.806122449,3.744897959
action,noun,wl19,2,527,569,60,8.783333333,9.483333333
airshaft,noun,wl19,2,275,278,60,4.583333333,4.633333333
armor,noun,wl14,2,869,855,94,9.244680851,9.095744681
back,noun,wl19,2,726,335,60,12.1,5.583333333
bashful,adjective,wl14,2,384,362,94,4.085106383,3.85106383
birds,noun,wl14,2,519,518,94,5.521276596,5.510638298
blue,adjective,wl19,2,1439,1395,60,23.98333333,23.25
bored,verb,wl19,2,365,369,60,6.083333333,6.15
branch,noun,wl19,2,618,615,60,10.3,10.25
brave,adjective,wl14,2,456,329,94,4.85106383,3.5
card,noun,wl19,2,1731,1695,60,28.85,28.25
cents,noun,wl19,2,254,255,60,4.233333333,4.25
cloth,noun,wl14,2,892,888,94,9.489361702,9.446808511
coke,noun,wl19,2,910,925,60,15.16666667,15.41666667
cool,adjective,wl19,2,681,676,60,11.35,11.26666667
cop,noun,wl14,2,631,535,94,6.712765957,5.691489362
crazy,adjective,wl14,2,777,781,94,8.265957447,8.308510638
cutthroat,adjective,wl14,2,304,307,94,3.234042553,3.265957447
daring,adjective,wl14,2,700,726,94,7.446808511,7.723404255
desk,noun,wl14,2,1330,1302,94,14.14893617,13.85106383
destroy,verb,wl19,2,872,868,60,14.53333333,14.46666667
dirt,noun,wl14,2,1574,1567,94,16.74468085,16.67021277
disagree,verb,wl19,2,887,890,60,14.78333333,14.83333333
ditch,noun,wl19,2,396,394,60,6.6,6.566666667
domain,noun,wl14,2,267,270,94,2.840425532,2.872340426
drugs,noun,wl14,2,1063,1062,94,11.30851064,11.29787234
egypt,noun,wl19,2,435,436,60,7.25,7.266666667
elephant,noun,wl14,2,1929,1946,94,20.5212766,20.70212766
emergency,noun,wl19,2,542,537,60,9.033333333,8.95
encourage,verb,wl14,2,575,556,94,6.117021277,5.914893617
energy,noun,wl19,2,361,356,60,6.016666667,5.933333333
fad,noun,wl19,2,483,459,60,8.05,7.65
feint,noun,wl19,2,493,486,60,8.216666667,8.1
field,noun,wl14,2,795,779,94,8.457446809,8.287234043
flower,noun,wl14,2,1164,1168,94,12.38297872,12.42553191
follower,noun,wl19,2,1100,824,60,18.33333333,13.73333333
fragile,adjective,wl14,2,427,425,94,4.542553191,4.521276596
freeway,noun,wl19,2,452,453,60,7.533333333,7.55
fright,noun,wl19,2,588,594,60,9.8,9.9
garlic,noun,wl19,2,619,617,60,10.31666667,10.28333333
goo,noun,wl14,2,712,705,94,7.574468085,7.5
grandma,noun,wl14,2,1092,1137,94,11.61702128,12.09574468
ground,noun,wl19,2,748,738,60,12.46666667,12.3
grow,verb,wl14,2,640,541,94,6.808510638,5.755319149
growth,noun,wl14,2,1074,1056,94,11.42553191,11.23404255
guilty,adjective,wl14,2,1058,1054,94,11.25531915,11.21276596
handsome,adjective,wl14,2,335,345,94,3.563829787,3.670212766
heart,noun,wl14,2,1226,662,94,13.04255319,7.042553191
helper,noun,wl19,2,626,629,60,10.43333333,10.48333333
hidden,verb,wl19,2,949,575,60,15.81666667,9.583333333
hug,noun,wl19,2,469,470,60,7.816666667,7.833333333
hunger,noun,wl19,2,848,502,60,14.13333333,8.366666667
hungry,adjective,wl14,2,845,848,94,8.989361702,9.021276596
hunter,noun,wl14,2,614,583,94,6.531914894,6.20212766
idea,noun,wl14,2,307,308,94,3.265957447,3.276595745
italian,adjective,wl14,2,731,727,94,7.776595745,7.734042553
item,noun,wl14,2,759,748,94,8.074468085,7.957446809
jabber,verb,wl14,2,273,266,94,2.904255319,2.829787234
jewish,adjective,wl19,2,311,311,60,5.183333333,5.183333333
jigsaw,noun,wl19,2,377,377,60,6.283333333,6.283333333
kind,adjective,wl19,2,829,817,60,13.81666667,13.61666667
king,noun,wl19,2,693,692,60,11.55,11.53333333
klutz,noun,wl19,2,687,695,60,11.45,11.58333333
knight,noun,wl14,2,683,610,94,7.265957447,6.489361702
liar,noun,wl14,2,313,317,94,3.329787234,3.372340426
lifeblood,noun,wl14,2,315,312,94,3.35106383,3.319148936
loser,noun,wl19,2,821,840,60,13.68333333,14
male,adjective,wl14,2,489,485,94,5.20212766,5.159574468
manipulative,adjective,wl19,2,710,712,60,11.83333333,11.86666667
map,noun,wl19,2,661,576,60,11.01666667,9.6
medicine,noun,wl19,2,1145,524,60,19.08333333,8.733333333
mine,noun,wl14,2,709,649,94,7.542553191,6.904255319
moneymaker,noun,wl19,2,387,389,60,6.45,6.483333333
most,adjective,wl19,2,515,512,60,8.583333333,8.533333333
navy,noun,wl19,2,472,473,60,7.866666667,7.883333333
newton,noun,wl19,2,664,625,60,11.06666667,10.41666667
no,other,wl19,2,921,913,60,15.35,15.21666667
noise,noun,wl14,2,978,595,94,10.40425532,6.329787234
note,noun,wl14,2,856,856,94,9.106382979,9.106382979
number,noun,wl14,2,391,389,94,4.159574468,4.138297872
ocean,noun,wl19,2,964,503,60,16.06666667,8.383333333
own,adjective,wl14,2,597,594,94,6.35106383,6.319148936
person,noun,wl14,2,671,680,94,7.138297872,7.234042553
princess,noun,wl19,2,1605,1614,60,26.75,26.9
prospect,noun,wl14,2,596,589,94,6.340425532,6.265957447
puzzle,noun,wl19,2,868,864,60,14.46666667,14.4
record,noun,wl14,2,597,581,94,6.35106383,6.180851064
refuse,verb,wl14,2,911,920,94,9.691489362,9.787234043
reptile,noun,wl19,2,836,850,60,13.93333333,14.16666667
scary,adjective,wl19,2,320,298,60,5.333333333,4.966666667
scissors,noun,wl14,2,1137,1143,94,12.09574468,12.15957447
security,noun,wl14,2,973,958,94,10.35106383,10.19148936
service,noun,wl19,2,665,586,60,11.08333333,9.766666667
sheets,noun,wl14,2,1247,1228,94,13.26595745,13.06382979
sign,noun,wl19,2,679,598,60,11.31666667,9.966666667
sing,verb,wl14,2,2406,2386,94,25.59574468,25.38297872
sister,noun,wl14,2,1082,1077,94,11.5106383,11.45744681
snob,noun,wl14,2,1064,1091,94,11.31914894,11.60638298
soprano,noun,wl14,2,858,849,94,9.127659574,9.031914894
sorry,adjective,wl19,2,503,499,60,8.383333333,8.316666667
spoiled,verb,wl19,2,679,622,60,11.31666667,10.36666667
steel,noun,wl19,2,601,549,60,10.01666667,9.15
subject,adjective,wl19,2,685,540,60,11.41666667,9
submarine,noun,wl14,2,1157,1135,94,12.30851064,12.07446809
sympathetic,adjective,wl19,2,684,481,60,11.4,8.016666667
tall,adjective,wl14,2,935,420,94,9.946808511,4.468085106
tea,noun,wl14,2,1431,1383,94,15.22340426,14.71276596
tight,adjective,wl19,2,627,579,60,10.45,9.65
tonic,noun,wl19,2,489,422,60,8.15,7.033333333
top,adjective,wl14,2,1008,998,94,10.72340426,10.61702128
twelve,other,wl19,2,603,511,60,10.05,8.516666667
value,noun,wl19,2,552,448,60,9.2,7.466666667
wait,verb,wl19,2,560,478,60,9.333333333,7.966666667
weird,adjective,wl19,2,372,350,60,6.2,5.833333333
wheat,noun,wl14,2,1228,1218,94,13.06382979,12.95744681
when,other,wl19,2,378,367,60,6.3,6.116666667
wide,adjective,wl14,2,811,803,94,8.627659574,8.542553191
wind,noun,wl14,2,1099,1097,94,11.69148936,11.67021277
zoo,noun,wl14,2,1262,1253,94,13.42553191,13.32978723
abuse,verb,wl17b,3,880,872,76,11.57894737,11.47368421
accuse,verb,wl13,3,247,247,71,3.478873239,3.478873239
active,adjective,wl25b,3,550,547,66,8.333333333,8.287878788
actor,noun,wl26a,3,586,650,60,9.766666667,10.83333333
actress,noun,wl20a,3,762,771,60,12.7,12.85
add,verb,wl17a,3,875,870,76,11.51315789,11.44736842
addition,noun,wl15b,3,951,964,93,10.22580645,10.3655914
adjective,noun,wl17b,3,574,586,76,7.552631579,7.710526316
adolescent,adjective,wl17b,3,741,757,76,9.75,9.960526316
adventure,noun,wl15b,3,944,955,93,10.15053763,10.2688172
against,other,wl11,3,260,266,71,3.661971831,3.746478873
age,noun,wl21a,3,926,916,68,13.61764706,13.47058824
agreement,noun,wl11,3,333,334,71,4.690140845,4.704225352
air,noun,wl15a,3,1189,1045,96,12.38541667,10.88541667
alcohol,noun,wl12,3,804,609,76,10.57894737,8.013157895
alligator,noun,wl11,3,384,357,71,5.408450704,5.028169014
alone,adjective,wl23a,3,245,230,67,3.656716418,3.432835821
america,noun,wl25a,3,546,287,64,8.53125,4.484375
american,adjective,wl25a,3,746,673,64,11.65625,10.515625
ancient,adjective,wl18a,3,307,255,87,3.528735632,2.931034483
anger,noun,wl15a,3,528,421,96,5.5,4.385416667
animal,noun,wl21b,3,1114,1114,76,14.65789474,14.65789474
annoying,adjective,wl12,3,1053,1053,76,13.85526316,13.85526316
apathetic,adjective,wl25a,3,274,282,64,4.28125,4.40625
ape,noun,wl18b,3,747,755,87,8.586206897,8.67816092
appear,verb,wl12,3,246,248,76,3.236842105,3.263157895
arc,noun,wl18a,3,315,320,87,3.620689655,3.67816092
area,noun,wl20a,3,1041,1028,60,17.35,17.13333333
argument,noun,wl17b,3,771,775,76,10.14473684,10.19736842
arms,noun,wl22a,3,1393,1381,60,23.21666667,23.01666667
arrogant,adjective,wl21b,3,283,292,76,3.723684211,3.842105263
arrow,noun,wl24b,3,1055,1004,60,17.58333333,16.73333333
asleep,adjective,wl12,3,260,266,76,3.421052632,3.5
assault,noun,wl16a,3,664,659,67,9.910447761,9.835820896
assistant,noun,wl15a,3,839,838,96,8.739583333,8.729166667
athletic,adjective,wl17b,3,407,410,76,5.355263158,5.394736842
attach,verb,wl18b,3,348,348,87,4,4
attain,verb,wl12,3,301,301,76,3.960526316,3.960526316
attempt,noun,wl23a,3,314,320,67,4.686567164,4.776119403
attractive,adjective,wl25b,3,329,336,66,4.984848485,5.090909091
aunt,noun,wl23b,3,648,685,71,9.126760563,9.647887324
auto,noun,wl23a,3,527,453,67,7.865671642,6.76119403
average,adjective,wl17a,3,826,833,76,10.86842105,10.96052632
bad,adjective,wl15a,3,603,402,96,6.28125,4.1875
ballet,noun,wl11,3,385,340,71,5.422535211,4.788732394
balloon,noun,wl12,3,437,432,76,5.75,5.684210526
bandmaster,noun,wl16b,3,406,375,67,6.059701493,5.597014925
bank,noun,wl16b,3,1085,1049,67,16.19402985,15.65671642
barbarism,noun,wl15a,3,359,335,96,3.739583333,3.489583333
barley,noun,wl25b,3,304,283,66,4.606060606,4.287878788
base,noun,wl20b,3,600,512,96,6.25,5.333333333
basic,adjective,wl11,3,704,676,71,9.915492958,9.521126761
bath,noun,wl21b,3,1139,1134,76,14.98684211,14.92105263
beach,noun,wl16a,3,594,510,67,8.865671642,7.611940299
beam,noun,wl12,3,681,598,76,8.960526316,7.868421053
bean,noun,wl17b,3,458,453,76,6.026315789,5.960526316
beast,noun,wl21b,3,478,470,76,6.289473684,6.184210526
bedrooms,noun,wl16b,3,370,371,67,5.52238806,5.537313433
beg,verb,wl25a,3,1188,1182,64,18.5625,18.46875
begin,verb,wl20a,3,455,453,60,7.583333333,7.55
beginner,noun,wl25b,3,632,602,66,9.575757576,9.121212121
behind,other,wl25a,3,712,443,64,11.125,6.921875
being,verb,wl17a,3,479,368,76,6.302631579,4.842105263
best,adjective,wl20a,3,504,329,60,8.4,5.483333333
big,adjective,wl13,3,327,314,71,4.605633803,4.422535211
bike,noun,wl26a,3,389,385,60,6.483333333,6.416666667
bit,noun,wl21b,3,1030,923,76,13.55263158,12.14473684
bitch,noun,wl13,3,946,958,71,13.32394366,13.49295775
bizarre,adjective,wl22a,3,318,319,60,5.3,5.316666667
black,adjective,wl23a,3,651,573,67,9.71641791,8.552238806
blame,verb,wl23a,3,717,727,67,10.70149254,10.85074627
blanket,noun,wl13,3,853,875,71,12.01408451,12.32394366
blinds,noun,wl18a,3,324,326,87,3.724137931,3.747126437
blonde,adjective,wl23b,3,1079,1032,71,15.1971831,14.53521127
blood,noun,wl13,3,1024,1019,71,14.42253521,14.35211268
blow,noun,wl20b,3,301,300,96,3.135416667,3.125
blush,verb,wl18b,3,632,491,87,7.264367816,5.643678161
board,noun,wl22a,3,1044,1026,60,17.4,17.1
bookbag,noun,wl25b,3,475,452,66,7.196969697,6.848484848
bother,verb,wl22b,3,398,400,69,5.768115942,5.797101449
boxer,noun,wl25b,3,701,676,66,10.62121212,10.24242424
boy,noun,wl17a,3,661,658,76,8.697368421,8.657894737
boys,noun,wl21b,3,360,364,76,4.736842105,4.789473684
bravery,noun,wl21b,3,988,992,76,13,13.05263158
brilliant,adjective,wl20b,3,219,219,96,2.28125,2.28125
bronco,noun,wl11,3,618,619,71,8.704225352,8.718309859
browse,verb,wl15b,3,418,419,93,4.494623656,4.505376344
brush,noun,wl18b,3,1164,1154,87,13.37931034,13.26436782
bubble,noun,wl15b,3,974,982,93,10.47311828,10.55913978
buffalo,noun,wl20a,3,1234,1241,60,20.56666667,20.68333333
builder,adjective,wl11,3,581,393,71,8.183098592,5.535211268
butter,noun,wl15a,3,778,771,96,8.104166667,8.03125
cabbage,noun,wl11,3,531,528,71,7.478873239,7.436619718
cabin,noun,wl11,3,402,401,71,5.661971831,5.647887324
cabinet,noun,wl17a,3,402,402,76,5.289473684,5.289473684
cactus,noun,wl24b,3,1262,1271,60,21.03333333,21.18333333
can't,verb,wl20b,3,660,1009,96,6.875,10.51041667
cancel,verb,wl21a,3,410,413,68,6.029411765,6.073529412
cancer,noun,wl13,3,1655,1644,71,23.30985915,23.15492958
candy,noun,wl23b,3,995,988,71,14.01408451,13.91549296
cans,noun,wl21b,3,334,336,76,4.394736842,4.421052632
caper,noun,wl15a,3,338,339,96,3.520833333,3.53125
care,noun,wl16a,3,600,333,67,8.955223881,4.970149254
careless,adjective,wl18a,3,388,402,87,4.459770115,4.620689655
carrots,noun,wl12,3,396,396,76,5.210526316,5.210526316
carry,verb,wl18b,3,342,341,87,3.931034483,3.91954023
cars,noun,wl24a,3,1228,1241,67,18.32835821,18.52238806
cash,noun,wl20a,3,1034,1043,60,17.23333333,17.38333333
cause,noun,wl17a,3,475,466,76,6.25,6.131578947
cave,noun,wl21a,3,564,559,68,8.294117647,8.220588235
cereal,noun,wl20a,3,751,584,60,12.51666667,9.733333333
ceremony,noun,wl15b,3,690,656,93,7.419354839,7.053763441
chair,noun,wl26a,3,1397,1357,60,23.28333333,22.61666667
chalkboard,noun,wl23b,3,461,461,71,6.492957746,6.492957746
cheat,verb,wl17a,3,692,432,76,9.105263158,5.684210526
cheerful,adjective,wl23b,3,248,251,71,3.492957746,3.535211268
chevron,noun,wl15a,3,753,753,96,7.84375,7.84375
chew,verb,wl23a,3,1246,1244,67,18.59701493,18.56716418
chief,adjective,wl20a,3,767,763,60,12.78333333,12.71666667
child,noun,wl12,3,835,841,76,10.98684211,11.06578947
children,noun,wl21b,3,425,430,76,5.592105263,5.657894737
china,noun,wl21a,3,1145,1145,68,16.83823529,16.83823529
chips,noun,wl24b,3,514,501,60,8.566666667,8.35
chocolate,noun,wl24a,3,754,750,67,11.25373134,11.19402985
choose,verb,wl22a,3,252,251,60,4.2,4.183333333
christ,noun,wl21b,3,924,930,76,12.15789474,12.23684211
chromium,noun,wl12,3,515,488,76,6.776315789,6.421052632
circle,noun,wl22b,3,709,714,69,10.27536232,10.34782609
claims,noun,wl12,3,324,318,76,4.263157895,4.184210526
clam,noun,wl21a,3,405,406,68,5.955882353,5.970588235
classless,adjective,wl24a,3,318,319,67,4.746268657,4.76119403
clay,noun,wl16b,3,955,973,67,14.25373134,14.52238806
clean,adjective,wl26a,3,756,763,60,12.6,12.71666667
clearance,noun,wl20b,3,344,346,96,3.583333333,3.604166667
climate,noun,wl18b,3,380,380,87,4.367816092,4.367816092
climb,verb,wl12,3,832,832,76,10.94736842,10.94736842
close,adjective,wl24b,3,1087,475,60,18.11666667,7.916666667
closing,verb,wl21a,3,1063,1052,68,15.63235294,15.47058824
cloudy,adjective,wl24b,3,298,298,60,4.966666667,4.966666667
clue,noun,wl11,3,703,634,71,9.901408451,8.929577465
cocky,adjective,wl20b,3,370,389,96,3.854166667,4.052083333
code,noun,wl21a,3,1339,1309,68,19.69117647,19.25
coincidence,noun,wl24a,3,384,382,67,5.731343284,5.701492537
cold,adjective,wl21b,3,634,551,76,8.342105263,7.25
comfortable,adjective,wl24b,3,380,384,60,6.333333333,6.4
communism,noun,wl24b,3,1592,667,60,26.53333333,11.11666667
compound,noun,wl25a,3,331,331,64,5.171875,5.171875
computer,noun,wl17b,3,841,852,76,11.06578947,11.21052632
con,noun,wl24b,3,641,646,60,10.68333333,10.76666667
concert,noun,wl16b,3,1127,1131,67,16.82089552,16.88059701
confusion,noun,wl18a,3,689,703,87,7.91954023,8.08045977
constant,adjective,wl12,3,301,301,76,3.960526316,3.960526316
continent,noun,wl26a,3,399,401,60,6.65,6.683333333
controls,noun,wl12,3,264,263,76,3.473684211,3.460526316
cooked,verb,wl16a,3,310,305,67,4.626865672,4.552238806
copy,noun,wl26a,3,896,900,60,14.93333333,15
cortical,adjective,wl20a,3,216,213,60,3.6,3.55
couch,noun,wl13,3,987,3198,71,13.90140845,45.04225352
cough,noun,wl13,3,321,322,71,4.521126761,4.535211268
country,noun,wl18a,3,386,388,87,4.436781609,4.459770115
course,noun,wl17a,3,1133,1107,76,14.90789474,14.56578947
court,noun,wl12,3,1320,1300,76,17.36842105,17.10526316
cover,verb,wl15b,3,438,435,93,4.709677419,4.677419355
cowboy,noun,wl13,3,1374,1377,71,19.35211268,19.3943662
crash,noun,wl21a,3,1020,992,68,15,14.58823529
crime,noun,wl25a,3,313,312,64,4.890625,4.875
cups,noun,wl22a,3,354,358,60,5.9,5.966666667
cylinder,noun,wl12,3,323,322,76,4.25,4.236842105
dad,noun,wl18b,3,1026,1027,87,11.79310345,11.8045977
dam,noun,wl13,3,650,618,71,9.154929577,8.704225352
danger,noun,wl23a,3,574,506,67,8.567164179,7.552238806
dangerous,adjective,wl18a,3,332,336,87,3.816091954,3.862068966
data,noun,wl23a,3,937,923,67,13.98507463,13.7761194
date,noun,wl26a,3,728,655,60,12.13333333,10.91666667
days,noun,wl18a,3,529,489,87,6.08045977,5.620689655
dead,adjective,wl15b,3,1156,1167,93,12.43010753,12.5483871
death,noun,wl16b,3,632,492,67,9.432835821,7.343283582
decay,noun,wl16b,3,465,420,67,6.940298507,6.268656716
decide,verb,wl24a,3,674,680,67,10.05970149,10.14925373
deep,adjective,wl21a,3,677,678,68,9.955882353,9.970588235
defeat,verb,wl15b,3,536,462,93,5.76344086,4.967741935
delicate,adjective,wl12,3,235,235,76,3.092105263,3.092105263
dense,adjective,wl25a,3,485,486,64,7.578125,7.59375
deodorant,noun,wl23a,3,464,466,67,6.925373134,6.955223881
dependent,adjective,wl15b,3,741,749,93,7.967741935,8.053763441
detail,noun,wl25a,3,329,330,64,5.140625,5.15625
difficult,adjective,wl24a,3,231,232,67,3.447761194,3.462686567
dill,noun,wl13,3,211,211,71,2.971830986,2.971830986
dime,noun,wl15b,3,816,825,93,8.774193548,8.870967742
dinner,noun,wl20b,3,374,378,96,3.895833333,3.9375
direct,adjective,wl23b,3,964,966,71,13.57746479,13.6056338
direction,noun,wl20b,3,902,907,96,9.395833333,9.447916667
directions,noun,wl16b,3,877,883,67,13.08955224,13.17910448
dirty,adjective,wl25b,3,679,682,66,10.28787879,10.33333333
disagreement,noun,wl24a,3,643,656,67,9.597014925,9.791044776
disciple,noun,wl26a,3,376,384,60,6.266666667,6.4
discreet,adjective,wl21a,3,309,314,68,4.544117647,4.617647059
disease,noun,wl16b,3,541,473,67,8.074626866,7.059701493
disgusting,adjective,wl20b,3,667,670,96,6.947916667,6.979166667
