TargetWord,Prime,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP NT RT,ELP NT Z,ELP NT Acc,Relation1,Relation2,FAS,BAS,CueFanOut,LSA,NT 200ms RT,NT 200ms Z,NT 200ms Acc,NT 1200ms RT,NT 1200ms Z,NT 1200ms Acc,NT 200ms RT Priming,NT 200ms Z Priming,NT 200ms Acc Priming,NT 1200ms RT Priming,NT 1200ms Z Priming,NT 1200ms Acc Priming
kill,SLAY,4,2.14,2.04,6.32,13,8,2872,957.33,VB,689.92,-0.2,1,synonym,,0.689,0,6,0.19,506.674418604651,-0.484431202502875,0.976744186046512,489.333333333333,-0.105955609808599,1,14.0178890876566,0.278181545401686,-0.0232558139534884,18.6666666666667,-0.0426732171273213,0
killer,MURDERER,8,26.57,3.13,7.6,1,1,21805,3115,NN,640.26,-0.4,1,synonym,,0.176,0.166,19,0.32,510.153846153846,-0.0586427387844905,1,564.55,0.112357208853372,1,23.4983277591974,-0.139240488877022,0,-35.1653846153846,-0.364172707913485,0
kind,TYPE,4,60.65,3.49,11.97,2,0,2479,826.33,NN|VB,610.36,-0.5,1,synonym,,0.15,0.027,16,0.33,531.615384615385,-0.137298116111532,1,513.130434782609,0.0822432945320674,1,30.7920227920227,-0.191480213242383,0,10.6790890269151,-0.270856588418898,0
king,THRONE,6,8.65,2.65,8.69,1,0,10597,2119.4,NN,598.52,-0.51,1,script,,0.759,0,7,0.73,534.469387755102,-0.216318334686286,1,492.1,-0.314703980481781,1,8.89424860853433,0.00282562782431994,0,67.9714285714285,0.48763341619252,0
kiss,LIPS,4,31.18,3.2,9.6,7,2,3580,1193.33,NN,588.04,-0.66,1,functional property,,0.432,0,13,0.55,526.724137931035,-0.159614437604701,1,501.512820512821,-0.288772853820053,1,-9.87798408488072,-0.0252030152110206,0,-22.6628205128205,-0.0290633246665385,0
kitchen,CABINET,7,8.33,2.63,8.77,0,,13949,2324.83,NN,625.65,-0.49,1,bpa,,0.152,0.02,16,0.15,498.714285714286,-0.204070745289357,1,491.318181818182,-0.343254108309343,1,171.174603174603,0.888505751280587,0,40.1969696969697,0.426680570879311,0
klutz,CLUMSY,6,5.39,2.44,7.23,0,,2214,442.8,JJ,600.55,-0.47,1,synonym,,0.201,,17,0.13,563.210526315789,0.225662027381173,1,562.952380952381,0.0592628018814852,1,29.5037593984962,0.330370800648688,0.0476190476190477,-23.0952380952381,0.5472322647363,0
knee,KNEEL,5,5.33,2.44,6.6,1,1,4984,1246,VB|NN,745.62,0.02,0.96,functional property,,0.162,0,13,0.31,587.636363636364,0.438928871602123,1,552.897435897436,0.112244606680292,0.974358974358974,-84.0649350649351,-0.788069587909593,0.0714285714285714,34.2843822843822,0.403704848839404,-0.0256410256410257
knife,BLADE,5,13,2.82,9.17,5,1,6851,1712.75,NN,591.44,-0.65,1,synonym,,0.346,0.122,9,0.58,545.107142857143,-0.055276606876838,0.964285714285714,497.026315789474,-0.241300848445601,1,-1.05952380952385,-0.0988156944075994,-0.0357142857142857,38.7832080200502,0.450464837609748,0
knight,ARMOR,5,7.29,2.57,9.49,2,0,7266,1816.5,NN,636,-0.45,1,perceptual property,,0.293,0.517,13,0.6,542.710526315789,-0.0503499648079824,1,527.270833333333,0.125676419618747,1,49.0394736842105,0.407604059442025,0.0277777777777778,26.3720238095237,0.371210786806317,0
knit,CROCHET,7,0.16,0.95,6.1,0,,8208,1368,VB|NN,785.04,0.25,0.92,synonym,,0.26,0.095,18,0.04,566.346153846154,0.232433193404628,0.961538461538462,547.307692307692,0.315668682292599,1,14.7788461538462,0.339962884375243,-0.0384615384615384,-14.6410256410256,-0.115966950650711,0.0833333333333334
know,INTUITION,9,3.43,2.25,7.51,0,,25171,3146.38,NN,787,0.26,1,unclassified,,0.158,0,13,0.1,535.047619047619,0.166737084662629,1,513.068965517241,-0.271188369262551,1,14.8878648233487,-0.0409986024991036,0,96.1310344827587,0.534763925167367,0
knowledge,EXPERIENCE,10,60.55,3.49,12.37,1,0,19580,2175.56,NN|VB,703.64,-0.11,1,,,0.116,0,19,0.5,541.677419354839,0.0264108599812083,1,525.818181818182,0.0707907252197162,1,,,,66.7818181818182,-0.0336857729060133,0
lace,FRILL,5,,,,,,,,,,,,perceptual property,,0.169,0.058,12,0.26,554.290322580645,-0.00350220001956918,1,652.678571428571,0.577136663808793,1,-47.6903225806451,-0.319759515371649,0,-65.5285714285715,-0.228001088525597,0
ladder,RUNG,4,1.39,1.86,6.33,9,8,6439,2146.33,VB,597.38,-0.58,1,bpa,,0.26,0.055,12,0.28,491.4,-0.482281442957086,1,559.375,0.19596518057468,1,25.9793103448276,0.368209626074778,0,-38.895,-0.33444497866059,0
lady,GENTLEMAN,9,41.86,3.33,8.46,1,0,18055,2256.88,NN,671.35,-0.38,0.96,antonym,,0.329,0.086,16,0.56,565.341463414634,-0.0543330633547954,0.975609756097561,561.75,-0.159655754827812,1,-35.0783055198973,0.074731131200681,0.0282413350449294,-8.08333333333337,0.108394237176371,0
lake,POND,4,6.33,2.51,8.19,4,2,7443,2481,NN,554.04,-0.73,1,category,,0.351,0.087,8,0.33,553.416666666667,0.120564116287054,1,501.05,-0.216508343890632,1,-47.2314814814815,-0.285763114846706,0,45.2978260869565,0.0356944580079661,0.0434782608695652
lamb,MUTTON,6,0.78,1.61,5.12,1,1,7942,1588.4,NN,643.91,-0.32,0.85,unclassified,,0.133,0.024,14,0.41,578.166666666667,0.259309060091075,1,473.038461538462,-0.315278879473588,1,-73.9358974358974,-0.245543788542977,0,151.382591093117,0.451855042112941,0
land,ACRE,4,1.82,1.97,7.35,3,0,6802,2267.33,NN,751.5,0.09,0.96,supraordinate,,0.675,0.02,9,0.58,509.642857142857,-0.0434080380062926,1,549.95,-0.28620893560252,1,63.1263736263736,0.0885427251952701,0,-29.9000000000001,-0.0111577948741977,0
language,SPANISH,7,22.16,3.05,9.44,0,,10982,1830.33,NN|JJ,690.85,-0.3,1,supraordinate,,0.32,0.075,18,0.18,504.423076923077,-0.0540386212961343,1,531.948717948718,-0.0669624182124014,1,72.4054945054945,0.21696771346915,0,-32.4487179487179,-0.200852183227542,0
large,VAST,4,6.1,2.49,9.53,10,5,5494,1831.33,JJ,569.54,-0.67,1,perceptual property,,0.207,0,18,0.42,519.333333333333,-0.219204150426107,1,531.428571428571,0.000902630002346313,1,135.358974358974,0.374985413715878,0,5.90476190476193,-0.136533890473592,0
last,FIRST,5,840.57,4.63,13.16,0,,6643,1660.75,JJ|RB|NN,617.81,-0.55,1,antonym,,0.467,0.575,11,0.59,534.727272727273,-0.232709469381024,1,447.75,-0.637928603184478,1,-14.3939393939394,0.00943352676497963,0,80.7857142857143,0.565003036720932,0
late,TARDY,5,1.14,1.77,4.48,2,2,5620,1405,JJ,627.78,-0.44,1,synonym,,0.899,0.088,3,0.22,498.571428571429,-0.348571343986924,1,491.857142857143,-0.251062773750777,1,95.2216748768473,0.288556847990078,0,107.554621848739,0.866623779434159,0
later,NOW,3,3202.61,5.21,13.3,15,3,1485,742.5,RB|JJ|NN,578.26,-0.69,1,antonym,,0.576,,9,0.44,539.653846153846,-0.210371816218256,1,502.6,-0.366742717867113,1,69.3987854251012,0.589641935022829,0.0263157894736842,63.1608695652174,0.546284277514755,0.108695652173913
laugh,GIGGLE,6,1.71,1.94,7.21,4,0,5487,1097.4,NN,622.18,-0.49,1,category,,0.78,0.073,7,0.49,546.923076923077,-0.107197191047465,1,470.125,-0.317974042760875,1,25.4962779156327,0.0353477037495047,0.032258064516129,53.9802631578947,0.0756837570365256,0
law,RIGHTS,6,29.61,3.18,11.44,4,0,5509,1101.8,NN|VB,585.43,-0.58,1,unclassifed,,0.221,0,15,0.44,579.571428571429,0.0867957138722053,1,495.923076923077,-0.295065129679181,1,-56.453781512605,-0.428227464103976,0,16.626923076923,0.134362083750632,0
lawn,MOW,3,2.29,2.07,6.63,15,13,1650,825,VB,762.17,0.14,0.89,functional property,,0.449,0.092,7,0.39,581.916666666667,0.629563763572461,1,553.875,-0.140731472424869,1,-26.9370748299319,-0.550561222750058,0.0204081632653061,0.791666666666629,0.293100316878638,0.0512820512820513
lawsuit,LIBEL,5,1.1,1.76,7.85,1,1,5734,1433.5,NN|VB,773.7,0.15,0.83,unclassifed,,0.122,0,5,0.43,641,0.797281068738682,1,585.25,0.50199419284236,1,-86.95,-0.73135616592212,0.05,-74.0735294117647,-0.297178940027687,0.0294117647058824
lawyer,ATTORNEY,8,40.39,3.31,9.59,0,,11957,1708.14,NN,656.07,-0.39,1,synonym,,0.355,0.101,12,0.73,517.846153846154,0.0936700454913775,1,576.71875,0.18874500067647,1,47.8090185676393,-0.0157331874183584,0,-75.2743055555555,-0.196706022365634,0
layer,OZONE,5,2.14,2.04,8.53,0,,6953,1738.25,NN,621.81,-0.5,1,fpa,,0.395,0,17,0.22,549.020833333333,0.0387905305216154,1,488.833333333333,-0.134887076637675,1,2.08630952380952,0.200920730722489,0.0357142857142857,190.858974358974,0.428450408180896,0
leader,CHAIRPERSON,11,0.12,0.85,6.59,0,,19340,1934,NN,742.24,0.17,1,,,0.176,0,18,0.41,546.65,-0.0832713148064526,1,547.92,0.302868491655527,1,43.8142857142857,0.43151688968226,0,-19.0252631578946,-0.144250902878099,0
leaf,TREE,4,65,3.52,10.21,4,2,7100,2366.67,NN,631.12,-0.39,1,perceptual property,,0.162,0.642,21,0.34,561.5,0.0751182781296154,1,590.848484848485,0.221831955108168,1,-3.69230769230774,-0.0831983923886109,0,-42.6946386946387,-0.0794137783174464,0.0769230769230769
learn,TEACH,5,72.84,3.57,10.02,4,2,9191,2297.75,VB,602.16,-0.6,1,unclassifed,,0.415,0.178,15,0.65,548.487179487179,-0.128284873116349,1,512.8,-0.10991738546146,1,-20.8371794871795,0.0780637682723737,0,110.235714285714,0.221342958129635,0
leather,SUEDE,5,1.8,1.97,6.5,0,,8349,2087.25,NN,766.64,0.11,0.96,,,0.356,0.056,14,0.43,548.964285714286,0.189483825757484,0.964285714285714,496.631578947368,-0.645136094072347,1,49.0912698412699,-0.0200617146264024,-0.0357142857142857,20.9517543859649,0.744602732339548,0
leave,VACATE,6,1.1,1.76,5.29,0,,12320,2464,VB,694.08,-0.08,0.96,synonym,,0.633,0,8,0.15,619.5,1.1573374644086,1,444.961538461538,-0.32289281908473,1,-75.1595744680851,-1.04918406188811,0,89.5884615384615,0.497978093280255,0.05
leaves,RAKE,4,2.98,2.18,6.82,16,15,4339,1446.33,VB|NN,541.5,-0.78,1,instrument,,0.622,0.043,9,0.23,519.625,-0.038343672109459,1,566.914285714286,0.246484563517965,1,103.986111111111,0.686129343536691,0.0555555555555556,-27.0142857142857,-0.164917423855364,0
ledge,BALCONY,7,7.31,2.57,6.99,0,,11157,1859.5,NN,597.24,-0.49,1,unclassified,,0.093,0.034,18,0.23,568.724137931035,0.0580410571294007,1,535.225806451613,0.203670799686849,0.967741935483871,14.5258620689655,0.0872420941640205,0.0357142857142857,-25.9227761485826,-0.317124719441557,-0.032258064516129
left,GONE,4,296.76,4.18,10.86,11,2,7242,2414,VB,567.27,-0.56,1,synonym,,0.136,0,20,0.49,577.727272727273,0.440475517755927,1,534.411764705882,-0.147093520852179,1,-59.3939393939394,-0.537921961896735,0,-45.9673202614379,0.109079578448653,0.0370370370370371
leg,CRUTCH,6,1.31,1.83,6.38,3,3,4158,831.6,NN,689.88,-0.13,0.96,instrument,,0.158,0,21,0.26,556.222222222222,-0.166593941046045,1,524.857142857143,-0.127406471863003,1,-24.1822222222222,-0.0533712656517117,0,-17.3571428571429,0.101383392417877,0
legend,MYTH,4,6.9,2.55,9.01,2,1,1470,490,NN,581.73,-0.65,1,synonym,,0.194,0.047,19,0.4,514.545454545455,-0.177508061788586,1,503.260869565217,-0.335153175424432,1,62.4545454545455,0.344846371803276,0,101.155797101449,0.947074202810006,0
legs,KNEES,5,25.88,3.12,9.11,1,0,7739,1934.75,NN|VB,633.88,-0.46,1,category,,0.32,0.02,17,0.55,548.666666666667,-0.151757004152213,0.944444444444444,490.235294117647,-0.317536951280431,1,-11.3245614035087,0.108656907909211,-0.0555555555555556,60.5525846702317,0.133517821341397,0
lemon,LIME,4,3.29,2.23,7.64,13,9,5375,1791.67,NN|VB,556.76,-0.8,1,category,,0.573,0.429,11,0.33,535.423076923077,-0.00391415836810531,1,553.0625,-0.0648124644444833,1,12.2435897435897,-0.0110624998265358,0,-27.1736111111111,0.00387345091023614,0
lend,BORROW,6,29.31,3.17,8.35,4,0,6925,1385,VB,584.88,-0.5,0.92,antonym,,0.41,0.554,12,0.81,498.048780487805,-0.229217445666168,0.975609756097561,538.62962962963,0.149004786723918,0.981481481481482,159.477535301669,0.602945646658908,-0.024390243902439,-44.7010582010582,0.0494916679598528,-0.0185185185185185
length,WIDTH,5,0.69,1.56,8.92,0,,2653,663.25,NN,597.27,-0.55,1,category,,0.464,0.285,10,0.8,485.538461538462,-0.29772493831882,1,468.666666666667,-0.432239891246885,1,51.7186813186813,0.145812299895599,0.0285714285714286,49.4190476190476,0.397125540773438,0
less,MORE,4,1298.59,4.82,13.89,18,0,8260,2753.33,JJ|RB,567.7,-0.73,1,antonym,,0.63,0.629,9,0.8,517.357142857143,-0.0543955451794504,1,519.190476190476,-0.135573496790498,1,8.90211640211635,-0.200478921662794,0,-19.4704761904761,0.180270811243256,0
lesson,DIMINISH,8,0.82,1.63,7.17,0,,16602,2371.71,VB,681.62,-0.3,0.96,synonym,,0.19,0,17,0.07,576.888888888889,0.0948846844244293,1,530.173913043478,0.0764098199727323,1,-25.6068376068376,-0.223161544182171,0,-9.33391304347822,-0.160530675622091,0
let,ALLOW,5,44.37,3.35,11.25,3,0,6836,1709,VB|NN,587.41,-0.58,0.96,synonym,,0.461,0.283,16,0.25,532.807692307692,-0.00750116252984902,1,561.535714285714,0.115548740837309,1,-15.7362637362637,-0.186569667911213,0,-69.8993506493507,-0.404721350363032,0
letter,NOTE,4,53.55,3.44,11.79,7,0,6099,2033,NN|VB,547.41,-0.74,1,category,,0.299,0.041,16,0.22,511.814814814815,-0.183757724429669,1,645.666666666667,0.754677796381083,1,-0.638344226579534,-0.0571578970685515,0,-93.0166666666667,-0.68411849089591,0
letters,ALPHABET,8,2.49,2.11,7.96,0,,8062,1151.71,NN,633.14,-0.48,1,perceptual property,,0.412,0.144,11,0.8,594.105263157895,0.314042518030259,1,512.708333333333,-0.245269790231896,1,-84.9052631578947,-0.518592760550161,0,20.2462121212121,0.150460279280992,0
lettuce,SALAD,5,17.02,2.94,7.82,0,,6870,1717.5,NN,627.56,-0.51,1,script,,0.299,0.278,15,0.57,588.076923076923,0.238879232247669,0.961538461538462,574,0.254989073663618,1,-6.81376518218622,0.117382634046098,-0.0384615384615384,50.2,0.219387200512723,0
liar,TRAITOR,7,10.59,2.73,7.08,1,1,12014,2002.33,NN,681.81,-0.19,1,,,0.115,0,26,0.09,508.966666666667,-0.0310128000130399,1,517.296296296296,-0.145045467760909,0.962962962962963,51.6430894308943,0.16873363986832,0,73.5787037037037,0.410245885333929,-0.0370370370370371
liberty,STATUE,6,10.59,2.73,8.96,1,1,10765,2153,NN,674,-0.26,0.93,perceptual property,,0.338,0.197,17,0.23,540.147058823529,-0.0990951207349837,1,531.063829787234,-0.0201449326255225,0.978723404255319,43.7529411764706,0.435053986992473,0,153.936170212766,0.53135960210817,-0.0212765957446809
lid,COVER,5,94.27,3.68,11.07,10,0,11077,2769.25,VB|NN,582.48,-0.61,1,synonym,,0.12,0.326,23,0.35,553.230769230769,-0.0533448725209908,1,517.966666666667,-0.0138450810606059,1,-28.4954751131222,-0.000439233083067335,0,44.737037037037,0.100135745281828,0
lie,SLANDER,7,1.25,1.81,7.65,1,0,16457,2742.83,NN|VB,675.56,-0.28,1,category,,0.108,0,24,0.19,523.642857142857,-0.22490942322395,1,535.78125,-0.105278572900244,1,9.31868131868134,0.328886289791197,0,-18.6331018518518,-0.0442472050749428,0
life,DEATH,5,216.69,4.04,11.26,1,0,9920,2480,NN,565.12,-0.65,1,antonym,,0.273,0.485,15,0.55,542.518518518518,-0.245104950927606,1,487.190476190476,-0.164015463439695,1,9.11784511784515,-0.0122562939440931,0.0909090909090909,4.33126293995861,-0.11560289302197,0
light,DIM,3,4.76,2.39,8.36,11,8,2763,1381.5,JJ|VB|NN,613.63,-0.61,1,antonym,,0.445,0,6,0.7,566.714285714286,0.0253402411211169,1,574.322580645161,0.112085679807506,1,-16.047619047619,-0.105153724255842,0,-9.96543778801845,0.223442287077386,0
lightning,THUNDER,7,13.31,2.83,8.94,0,,13994,2332.33,NN|VB,557.19,-0.8,0.96,category,fpa,0.818,0.354,6,0.83,541.80487804878,-0.0817140158716412,1,498.739130434783,-0.350439957761688,1,12.373693379791,0.346078617272752,0.0357142857142857,122.398124467178,0.781875757467813,0.0588235294117647
like,ATTRACT,7,5.69,2.46,8.61,0,,12254,2042.33,VB,631.58,-0.38,1,unclassified,,0.095,0,26,0.16,509.481481481481,-0.278316282372813,1,495.948717948718,-0.26952073635632,1,7.30423280423287,-0.0164030468882277,0,54.3846153846154,0.433205467478906,0
line,BORDER,6,17.18,2.94,9.73,1,0,12909,2581.8,NN|VB,605.82,-0.63,0.97,perceptual property,fpa,0.206,0,16,0.16,519,-0.321168896357131,1,541.789473684211,-0.0586995483544581,0.947368421052632,0.799999999999955,0.264842317540609,0,2.80427631578948,0.172852416381376,-0.0526315789473685
lion,ROAR,4,4.02,2.31,7.32,6,2,5528,1842.67,NN|VB,592.42,-0.71,1,perceptual property,,0.614,0.032,11,0.52,554.952380952381,-0.150437068033309,1,467.71875,-0.410210450229073,1,-37.3347338935574,-0.0564108180038856,0,58.6145833333334,0.35046220457189,0
listen,HEAR,4,555.35,4.45,11.41,17,2,6529,2176.33,VB|NN,572.8,-0.74,1,unclassifed,,0.322,0.506,11,0.72,492.838709677419,-0.355564726446303,1,515.095238095238,-0.0772451317544133,1,181.473790322581,0.815223580816642,0,121.434173669468,0.334335874275411,0
little,LOTS,4,60.16,3.49,11.16,8,0,3380,1126.67,NN,540.5,-0.8,1,antonym,,0.138,0,16,0.47,553.642857142857,-0.0394714020735415,1,559.177777777778,0.266159636638435,1,16.2032967032967,0.173578909806059,0,-7.91461988304093,-0.0758418545421654,0.0526315789473685
live,SURVIVE,7,30.14,3.19,9.51,0,,5972,995.33,VB,641.39,-0.44,1,unclassified,,0.476,0,13,0.38,573.1875,0.039561976392132,0.96875,580.810810810811,0.0414085405058442,0.972972972972973,7.32412790697674,0.359298039251821,0.0850290697674418,-79.5145145145145,-0.0834690029969702,0.0100100100100101
load,UNLOAD,6,4.61,2.37,7.54,0,,4918,983.6,VB|NN,593.74,-0.63,1,antonym,,0.193,0.088,21,0.28,520.75,-0.0198483736633003,1,529.714285714286,-0.0779123135353426,1,77.5147058823529,-0.0490778100373891,0.0294117647058824,2.07518796992485,0.0367573623258534,0
lobster,CRAB,4,6.9,2.55,6.89,7,5,4912,1637.33,NN,600,-0.62,1,category,,0.128,0.141,21,0.5,533.314285714286,-0.0147541621532599,1,508.625,-0.230350749469672,1,19.2095238095238,-0.096964193263681,0,-9.72023809523807,0.239295774172621,0
lock,KEY,3,86.86,3.65,11.47,3,0,1134,567,JJ|NN|VB,570.69,-0.66,1,instrument,,0.255,0.406,9,0.43,562.444444444444,-0.350858111071869,1,513,-0.126102276812295,1,2.517094017094,0.550024647180556,0,-23.1666666666667,-0.214892461948327,0
log,CABIN,5,19.65,3,8.05,0,,10320,2580,NN,591.3,-0.47,1,bpa,,0.415,0.109,9,0.56,465.814814814815,-0.543139418608183,1,555.939393939394,0.177896992627036,1,120.260656883298,0.617917047102714,0,-57.4579124579125,-0.334062155484901,0
lonely,ALONE,5,308.53,4.2,10.84,3,2,11414,2853.5,RB|JJ,558.07,-0.75,1,script,,0.215,0.219,19,0.6,546.896551724138,-0.0897159431320566,1,501.1,0.0475239407804454,1,36.8913270637408,-0.0340771957821792,0.0303030303030303,43.9967741935484,0.083260443096298,0
long,LASTING,7,2.35,2.08,8.13,7,3,22627,3771.17,VB|NN,567.74,-0.7,0.96,bpa,,0.259,0,16,0.37,484.51724137931,-0.674610821717835,1,491.925925925926,-0.298907498801431,1,24.4583683767872,0.362591240700937,0.024390243902439,13.3844189016603,-0.0215392982263717,0
look,GLANCE,6,3.43,2.25,8.12,0,,8968,1793.6,NN|VB,594.04,-0.67,1,synonym,,0.635,0.017,9,0.39,557.7,-0.200034223531896,1,489.634146341463,-0.449664065941427,1,,,,,,
looks,APPEARANCE,10,11.59,2.77,9.47,0,,17445,1938.33,NN,676.37,-0.47,1,synonym,,0.427,0.103,16,0.29,519.45,-0.301866763204095,1,518.166666666667,-0.0925774394172176,1,29.0205882352941,0.428829744389704,0,28.425925925926,-0.01928242904616,0
loose,TIGHT,5,50.92,3.41,9.87,7,5,6406,1601.5,JJ|RB,599.25,-0.6,1,antonym,,0.436,0.565,13,0.58,520.291666666667,0.0252064476825244,1,539.45,0.0553847686811419,1,35.6314102564103,0.0643838769587662,0.0384615384615384,-1.59285714285716,0.183078533086864,0.0357142857142857
lose,WIN,3,134.65,3.84,11.08,12,0,7363,3681.5,VB|NN,569.29,-0.69,1,antonym,,0.757,0.236,7,0.29,538.212121212121,-0.160302884627192,1,617.046511627907,0.377042016422323,0.976744186046512,120.496212121212,0.725178649531956,0.291666666666667,-85.1641586867305,-0.473118798580426,0.0355677154582763
loser,WINNER,6,31.22,3.2,9.38,5,2,16166,3233.2,NN,587.61,-0.69,1,antonym,,0.6,0.508,10,0.55,576.472222222222,0.212478510336815,1,532.307692307692,0.0700030128079536,1,145.569444444444,0.503800038591959,0,37.378021978022,0.296896831276534,0
lost,CONFUSION,9,7.12,2.56,9.34,1,0,18104,2263,NN,680.13,-0.1,1,unclassifed,,0.069,0,29,0.38,554.148148148148,-0.306307124607413,1,570.263157894737,-0.0175957683700652,1,-32.9742351046699,0.0619316098682134,0,-49.4736842105264,-0.13271945645573,0
lot,PARKING,7,27.04,3.14,9.1,4,0,15573,2595.5,NN|VB,606.19,-0.66,1,fpa,,0.247,0,12,0.37,567.692307692308,0.118078917636099,1,554.357142857143,0.246023160315152,1,50.3846153846154,0.469824252003458,0,-33.2371428571429,-0.479767356366855,0
lots,ABUNDANCE,9,0.88,1.66,7.51,0,,12189,1523.63,NN,629.82,-0.51,1,synonym,,0.224,0,21,0.05,521.884615384615,-0.288316432664407,1,525.653846153846,0.0366104451594992,1,-26.1068376068376,-0.220849792814745,0,-13.7447552447553,-0.328615626151964,0
loud,NOISY,5,5.04,2.41,7.92,1,1,4135,1033.75,JJ,589.42,-0.58,0.96,synonym,,0.671,0,8,0.64,502.107142857143,-0.485070032339758,1,489.512195121951,-0.320959442031562,1,11.1428571428572,0.2176302990464,0,-8.35430038510913,-0.0332865201572881,0
love,LIKE,4,3998.96,5.31,13.87,12,0,3736,1245.33,minor|VB|NN|JJ,556.59,-0.67,0.96,category,,0.335,0.044,16,0.37,555.121212121212,-0.131126252509165,1,498.357142857143,-0.20011533350407,1,-74.4896331738437,-0.115732563258086,0,55.4849624060151,0.176634914950598,0
loving,CARING,6,7.04,2.56,8.5,5,0,18456,3691.2,VB,659.65,-0.36,1,synonym,,0.493,0.37,18,0.47,535.5,-0.308806909311064,1,486.870967741935,-0.274243552987006,1,-0.928571428571445,0.0855723926751417,0,147.05495818399,0.526287018202831,0
low,HIGH,4,195,4,12.13,3,0,2379,793,JJ|RB|NN,581.41,-0.7,1,antonym,,0.655,0.777,11,0.79,482.714285714286,-0.373631685901269,1,475.615384615385,-0.370901344899111,1,68.6770186335404,0.251298406867377,0,7.5,0.0979306621129465,0
luck,CHANCE,6,241.24,4.09,10.98,2,1,9175,1835,NN|VB,618.31,-0.46,1,category,,0.162,0.048,19,0.51,507.615384615385,-0.369355717891593,1,460,-0.589944351613318,1,42.8846153846154,0.219352305630144,0,63.1020408163265,0.464143670039498,0.0204081632653061
luggage,BAGGAGE,7,6.24,2.5,7.54,0,,4409,734.83,NN,674.46,-0.27,0.96,synonym,,0.401,0.137,10,0.48,573.071428571429,-0.145666946313185,0.964285714285714,532,0.101647383962983,1,16.4047619047619,0.570281417037175,-0.0357142857142857,20.9130434782609,0.179051927520045,0.0434782608695652
lunch,NOON,4,18.12,2.97,8.49,8,2,6331,2110.33,NN,623.3,-0.43,1,script,,0.2,0.038,13,0.35,577.095238095238,-0.0282315895435618,0.952380952380952,541.810810810811,0.0804169069298426,1,-61.0658263305322,-0.131385294101853,-0.0476190476190477,-74.964656964657,-0.475544367233576,0
machine,COPIER,6,0.63,1.52,6.89,4,3,11460,2292,NN,628.04,-0.21,1,fpa,,0.236,0,14,0.38,535.8,-0.00375854111833573,1,520.969696969697,0.0941644581125142,0.96969696969697,73.2,0.0979101402532149,0,-21.017316017316,0.0308481165679894,-0.0303030303030303
mad,PISSED,6,,,,,,,,,,,,category,,0.311,0.029,7,0.24,497.153846153846,-0.136674354758967,1,504,-0.319804374814046,1,21.4499274310595,-0.199633197020879,0,41.1724137931035,0.179438378693984,0
magazine,ISSUE,5,34.14,3.24,11.68,0,,5608,1402,NN|VB,563.31,-0.65,0.96,,,0.104,0,24,0.24,499.363636363636,-0.383457914980757,1,556.454545454546,0.263579155616351,1,43.3506493506493,0.590111105372733,0,-50.2045454545455,-0.2219112250721,0
magic,MAGICIAN,8,7.65,2.59,7.6,0,,10923,1560.43,NN,728,-0.19,0.92,script,,0.226,0.034,12,0.54,537.357142857143,-0.0301140340417555,1,435.888888888889,-0.408781868339649,1,-5.80714285714294,-0.132274018457786,0,101.250645994832,0.462053660180689,0
maid,CLEANER,7,6.92,2.55,8.33,3,1,17730,2955,JJ|NN,627.93,-0.45,1,unclassified,,0.061,0,27,0.1,504.022222222222,-0.272219985344186,1,541.571428571429,-0.0238570191091186,1,102.362393162393,0.340140914203577,0,-2.22142857142853,0.632452314969348,0
mail,MAILMAN,7,2.88,2.17,5.85,0,,9299,1549.83,NN,586.14,-0.5,1,,,0.373,0,12,0.48,570.291666666667,0.0378268538857965,0.958333333333333,495.846153846154,-0.176932450383553,0.923076923076923,-39.7744252873563,0.0743629612813505,-0.00718390804597702,90.0038461538462,0.45392971735821,-0.0769230769230769
major,MINOR,5,12.82,2.82,10.17,2,0,11820,2955,JJ|NN,580.5,-0.64,1,antonym,,0.538,0.408,13,0.35,565.65,0.168628038343235,1,535.642857142857,0.019007894314885,1,-37.65,-0.376132985194733,0,109.117142857143,0.307306776582922,0
make,CREATE,6,25.27,3.11,11.2,1,0,15729,3145.8,VB|NN,641.21,-0.33,1,synonym,,0.269,0.172,13,0.37,511.885714285714,-0.442003206183411,1,581.695652173913,-0.0580346991308933,0.91304347826087,80.2392857142857,0.728416492629338,0,-44.8535469107551,-0.130568599178951,-0.0869565217391305
maker,MANUFACTURER,12,1.78,1.96,9.56,2,0,21387,1944.27,NN,681.67,-0.36,1,synonym,,0.227,0,24,0.3,543.222222222222,0.190506448519312,0.925925925925926,497.368421052632,0.0726103570546472,1,56.9920634920635,-0.210214855115512,0.0687830687830688,33.9232456140351,-0.035300853570864,0.0833333333333334
male,FEMALE,6,31.61,3.21,10.67,0,,9742,1948.4,JJ|NN,630.88,-0.35,0.96,category,,0.552,0.648,12,0.96,503.714285714286,-0.186832070818633,1,552.631578947368,-0.0281580273458669,1,54.5465838509317,0.146470938126365,0,-24.2105263157895,-0.133063942427281,0.0526315789473685
mall,PLAZA,5,5.9,2.48,8.66,0,,3068,767,NN,606,-0.62,1,unclassifed,,0.23,0,13,0.22,582.142857142857,0.0732532301458895,0.952380952380952,521.666666666667,-0.028192841928335,0.916666666666667,-41.6691729323308,-0.218484776983754,-0.0476190476190477,77.5,0.400440097498093,0
