word_1,word_2,distance
room,chamber,0.709764
rope,jump,0.58337
rose,flower,0.451621
roses,flowers,0.333572
rot,decay,0.563888
rotten,spoiled,0.550436
rough,sandpaper,0.601575
round,cylinder,0.793648
rude,interrupt,0.62822
rug,carpet,0.374382
rule,policy,0.780503
ruler,measurement,0.79359
rules,restriction,0.725797
run,jog,0.697609
russia,communist,0.592982
sad,happiness,0.560952
safe,secure,0.403491
salad,dressing,0.57144
sale,bargain,0.629111
salt,seasoning,0.646093
same,opposite,0.505027
sample,example,0.959662
sand,castle,0.77258
sandwich,sub,0.889769
santa,elf,0.626469
satin,silk,0.522134
sauce,spaghetti,0.636064
saucer,cup,0.596831
save,thrift,0.884301
saw,chain,0.832407
say,tell,0.322655
scare,threat,0.686696
scared,fear,0.404866
scary,danger,0.619986
schedule,agenda,0.768665
school,college,0.349761
science,chemistry,0.534139
scientist,chemist,0.55061
scissors,shears,0.474241
scratch,itch,0.44861
sea,ocean,0.335567
search,frisk,0.825208
seatbelt,fasten,0.531128
second,minute,0.394627
secret,hidden,0.432209
secretary,typist,0.649221
secure,insecure,0.633021
security,confidence,0.810817
see,notice,0.626327
seek,hide,0.514472
self,esteem,0.593483
sell,buy,0.2207
seller,buyer,0.302437
senate,congress,0.482621
sentence,phrase,0.688905
separate,detach,0.793722
service,memorial,0.806661
seven,six,0.203781
sew,weave,0.600891
sex,reproduce,0.899955
sexy,lingerie,0.530377
shake,malt,0.870279
shallow,deep,0.479913
shame,disgrace,0.403131
shampoo,conditioner,0.491171
shape,form,0.736682
shark,jaws,0.542333
sharp,razor,0.488086
shave,foam,0.852201
she,he,0.406791
sheep,lamb,0.477313
sheets,linen,0.593288
shell,seashore,0.778848
shine,polish,0.73766
ship,ahoy,0.682228
shirt,blouse,0.391177
shock,trauma,0.608348
shoe,sock,0.523347
shoelace,lace,0.723524
shoes,socks,0.363757
shoot,gun,0.380612
shop,mall,0.622178
shopping,spree,0.541984
short,tall,0.624658
shot,sling,0.719384
shove,push,0.447392
shovel,dig,0.556976
show,display,0.704868
shower,bathtub,0.47306
shy,bashful,0.531924
sick,illness,0.559815
sight,perception,0.789177
sign,billboard,0.751151
silk,satin,0.522134
silly,ridiculous,0.379494
similar,dissimilar,0.493437
simple,plain,0.569209
sing,song,0.274738
sink,float,0.58385
sister,twin,0.610065
sit,lap,0.682205
situation,circumstance,0.636201
six,five,0.233061
ski,slope,0.621234
skill,mastery,0.48257
skin,flesh,0.542738
skinny,lean,0.660111
sky,cloud,0.483151
slave,master,0.656
sleep,nap,0.464929
slide,glide,0.714954
slip,slide,0.562457
slippery,slick,0.710685
slow,fast,0.353145
slut,tramp,0.630548
sly,sneaky,0.597684
small,microscope,0.866076
smart,wit,0.728
smash,crush,0.64034
smell,stench,0.341731
smile,frown,0.502527
smoke,cigar,0.474903
smooth,rough,0.515715
smudge,smear,0.695279
snail,escargot,0.65729
snake,cobra,0.521096
sneeze,allergy,0.675423
snob,snotty,0.618206
snow,sleigh,0.601881
soap,zest,0.896911
society,culture,0.690754
socket,eyeball,0.819063
soda,pop,0.633053
soft,fluffy,0.590521
something,nothing,0.284465
son,daughter,0.309868
song,verse,0.564916
soprano,alto,0.656284
sorority,fraternity,0.57705
sorrow,sympathy,0.579034
sorry,regret,0.538719
sound,tone,0.617563
soup,chicken,0.42129
sour,sweet,0.552088
south,north,0.194526
space,astronaut,0.46321
spaghetti,pasta,0.464854
span,attention,0.835659
spanish,hispanic,0.498533
speak,talk,0.423193
specific,detail,0.746929
speech,presentation,0.669271
speed,accelerate,0.606736
spice,oregano,0.727783
spider,cobweb,0.752116
spill,pour,0.632296
spinach,popeye,0.687275
spine,backbone,0.713595
spit,saliva,0.614901
spoiled,brat,0.471933
spoon,fork,0.610514
sport,competition,0.739491
sports,athletic,0.520574
spot,stain,0.747594
spread,disperse,0.631333
spring,fall,0.676098
square,circle,0.749481
squirrel,chipmunk,0.569339
stack,pile,0.56173
staff,faculty,0.673021
stage,phase,0.659217
stain,spot,0.747594
stair,step,0.778861
stairs,steps,0.531942
stamp,postage,0.592631
staple,stapler,0.661409
star,twinkle,0.610282
stare,glare,0.677544
start,finish,0.36191
state,governor,0.625815
states,united,0.406172
station,service,0.776967
stay,remain,0.452594
steak,meat,0.473573
steal,thief,0.391223
steel,iron,0.431138
stick,drum,0.70925
sticky,hairspray,0.724183
stiff,rigid,0.565157
still,motionless,0.658237
sting,bee,0.57841
stomach,intestine,0.47562
stone,rock,0.60217
stop,halt,0.597325
storage,warehouse,0.538207
store,grocery,0.382308
storm,hurricane,0.421329
story,legend,0.565899
stove,appliance,0.622917
straight,curve,0.67597
strange,weird,0.304041
strap,jock,0.760392
straw,hut,0.823504
strawberry,shortcake,0.411559
stream,brook,0.612909
street,boulevard,0.585944
strength,weakness,0.446409
stress,tension,0.533386
strict,discipline,0.540666
string,guitar,0.64697
stripe,plaid,0.799509
strong,powerful,0.480519
student,graduate,0.447849
study,homework,0.566772
stupid,gullible,0.625764
style,technique,0.6378
subject,topic,0.476092
submarine,periscope,0.532446
subtract,add,0.567689
succeed,excel,0.929302
success,failure,0.554916
suffocate,smother,0.511791
sugar,cane,0.623651
summary,synopsis,0.601681
summer,spring,0.371335
sun,rays,0.561599
sunday,easter,0.584738
sunset,sunrise,0.404607
superior,inferior,0.360111
superman,hero,0.522078
supper,dinner,0.355353
surgery,operation,0.498046
swallow,gulp,0.615586
swamp,marsh,0.607422
swear,cuss,0.658556
sweat,exercise,0.773633
sweet,honey,0.442186
swing,hammock,0.637965
sword,saber,0.697704
sympathetic,apathetic,0.810178
sympathy,apathy,0.71359
syrup,pancakes,0.5925
system,metric,0.871067
table,chair,0.52585
tag,label,0.723565
tail,wag,0.655511
take,remove,0.648845
talk,comment,0.726516
talking,saying,0.320409
tall,grow,0.59393
tan,sun,0.57274
tantrum,temper,0.575645
tape,scotch,0.743878
tart,tangy,0.578392
taste,smell,0.408855
tasty,delicious,0.231142
tax,excise,0.582669
taxi,cab,0.21331
tea,coffee,0.25534
teach,learn,0.183449
teacher,student,0.382565
team,coach,0.459065
tear,rip,0.451885
tears,cry,0.392541
teeth,gums,0.459948
telephone,booth,0.659555
television,entertainment,0.564107
tell,show,0.476628
temperature,celsius,0.343909
temple,shrine,0.408995
ten,nine,0.285545
tennis,racket,0.497456
tense,uptight,0.682602
tent,camping,0.438345
terrible,horrible,0.218803
test,quiz,0.644941
thanks,please,0.465223
thaw,defrost,0.5726
then,since,0.555766
theory,relativity,0.547506
there,here,0.252929
thief,crook,0.581475
thin,thick,0.369014
thing,item,0.790158
think,rationalize,0.700255
thirst,quench,0.481108
thirsty,parched,0.54002
thought,philosophy,0.838366
thousand,hundred,0.146954
thread,needle,0.626769
three,two,0.12951
throw,toss,0.466397
thumb,hitchhike,0.903543
thunder,lightning,0.456655
thursday,wednesday,0.165744
ticket,admission,0.67185
tie,bound,0.724935
tiger,lion,0.458047
tight,loose,0.54829
tighten,loosen,0.39765
tile,floor,0.717941
time,date,0.631284
tire,flat,0.50547
tired,wary,0.784364
tissue,kleenex,0.620291
title,heading,0.904758
toast,cinnamon,0.752867
toe,stub,0.706121
toes,feet,0.441647
together,with,0.453059
tomato,lettuce,0.556856
tongue,lick,0.646555
tonic,gin,0.526464
tool,pliers,0.754805
toothbrush,toothpaste,0.432979
toothpaste,tube,0.632745
top,surface,0.838598
tornado,cyclone,0.569397
touch,pat,0.77228
towel,washcloth,0.505258
town,village,0.479722
toy,plaything,0.656709
trade,swap,0.754002
trailer,tractor,0.505408
train,station,0.433528
trait,characteristic,0.620429
trash,garbage,0.315946
treat,trick,0.596701
tree,park,0.791585
trees,landscape,0.648866
trick,magic,0.460431
trip,journey,0.500986
trophy,award,0.570764
trouble,mischief,0.575696
true,false,0.538983
truth,honest,0.460241
try,effort,0.637597
tuesday,monday,0.180248
tumble,gymnastics,0.908398
tupperware,container,0.55968
turn,twist,0.578557
turtle,tortoise,0.564364
twelve,dozen,0.558307
two,pair,0.59285
ugly,wart,0.709398
uncle,aunt,0.352538
unclear,foggy,0.834206
uncommon,common,0.493006
under,beneath,0.556222
understand,realize,0.377904
unemployment,jobless,0.446705
unfair,unjust,0.438076
unknown,known,0.653886
unusual,usual,0.63735
up,grown,0.746931
upstairs,downstairs,0.154376
usa,country,0.654022
vacation,trip,0.417912
valuable,precious,0.461059
value,appraise,0.893578
values,morals,0.621219
vanish,disappear,0.308371
vault,pole,0.664084
vegetable,radish,0.704231
vegetables,tomato,0.611109
vein,artery,0.494154
verb,noun,0.331326
view,scenery,0.731751
vine,grape,0.488563
violin,viola,0.484302
virgin,mary,0.484517
virtue,patience,0.632535
vision,blur,0.765472
volcano,lava,0.428136
vomit,puke,0.458444
wagon,paddy,0.750369
wait,hesitate,0.741907
waiter,server,0.885737
walk,hike,0.577487
walkway,breezeway,0.868919
wall,plaster,0.688247
wander,roam,0.352892
want,desire,0.635484
war,tank,0.777179
warm,blanket,0.555995
wash,dishes,0.478838
washer,machine,0.741083
washington,george,0.544925
watch,observe,0.649384
water,bay,0.861341
way,manner,0.722543
weak,vulnerable,0.527824
wear,clothes,0.455911
weather,climate,0.55963
weave,basket,0.758124
web,spider,0.711012
wedding,honeymoon,0.368898
wednesday,tuesday,0.139119
weekend,friday,0.453095
weight,scale,0.787753
weird,freak,0.424857
welcome,thanks,0.411818
west,east,0.227133
wet,moist,0.527996
whale,mammal,0.577866
what,who,0.406072
wheat,grain,0.386145
wheelchair,handicap,0.795099
when,where,0.50938
where,when,0.50938
whine,complain,0.627335
white,bleach,0.784417
who,whom,0.38509
whole,half,0.620082
why,because,0.226682
wide,broad,0.491511
wife,husband,0.109671
wild,tame,0.545103
willing,able,0.569468
wimp,coward,0.675875
win,triumph,0.692542
wind,breeze,0.380079
window,glass,0.520551
wine,cooler,0.706951
winner,contest,0.423502
winter,summer,0.351012
wire,electrician,0.715057
wolf,coyote,0.578939
woman,man,0.293245
women,men,0.241841
wonder,amaze,0.791481
wood,panel,0.92093
wool,sheep,0.516285
words,thesaurus,0.752522
work,school,0.645566
worker,factory,0.552289
workout,gym,0.426661
world,globe,0.537801
worm,maggot,0.586486
worry,concern,0.643718
worst,best,0.407924
wound,heal,0.563487
write,essay,0.616021
writer,poet,0.456818
writing,cursive,0.559691
wrong,correct,0.615645
yard,junk,0.724952
year,century,0.76684
yell,scold,0.595806
yellow,mellow,0.76424
yes,no,0.389158
you,me,0.141154
young,youth,0.528994
yours,mine,0.157592
zero,none,0.778417
zit,pimple,0.45778
zone,twilight,0.541355
zoo,keeper,0.650147
abandon,maroon,0.856164
ability,means,0.827548
abnormal,irregular,0.587711
above,upstairs,0.884391
abuse,torture,0.619316
accept,forgive,0.584502
account,joint,0.825503
accuse,condemn,0.479868
ache,head,0.689916
achieve,strive,0.515613
act,pretend,0.586731
action,consequence,0.817931
active,passive,0.527785
actor,comedian,0.471139
actress,bullock,0.852779
add,numbers,0.809666
addition,extension,0.904545
adjective,pronoun,0.4247
adolescent,teenager,0.579242
adventure,conquest,0.746502
advice,advise,0.53084
africa,hunger,0.777273
after,beyond,0.829058
again,never,0.303292
against,odds,0.661637
age,mature,0.558571
agreement,negotiation,0.561237
air,cool,0.707661
airplane,fly,0.465623
alcohol,bartender,0.731126
alert,notify,0.637177
alive,disbelief,0.856861
all,total,0.702218
alligator,swamp,0.640785
allow,grant,0.800763
alone,apart,0.69358
alright,mediocre,0.8532
aluminum,lead,0.848227
always,tradition,0.756774
am,become,0.589485
ambulance,rescue,0.56648
america,eagle,0.843362
american,revolution,0.770759
amount,price,0.698924
amuse,funny,0.728463
angel,harp,0.795763
anger,vent,0.566024
angry,irritate,0.736569
animal,jungle,0.682595
ankle,wrist,0.367957
annoy,salesman,0.919334
annoying,pushy,0.636754
annually,monthly,0.590543
answer,conclude,0.746533
ant,insect,0.561347
anxiety,frustration,0.535716
apart,spread,0.886537
apartment,evict,0.715918
ape,chimpanzee,0.503641
apology,excuse,0.686558
appear,vanish,0.594317
apple,sauce,0.758108
april,fool,0.836938
area,neighborhood,0.599883
argue,criticize,0.567094
argument,feud,0.731405
arm,strong,0.705243
armor,medieval,0.804186
arms,hug,0.623235
army,fort,0.602619
around,wrap,0.751193
arrogant,proud,0.582701
arrow,directions,0.79911
art,impression,0.877639
artist,famous,0.650627
ashtray,ashes,0.720613
asia,orient,0.731103
ask,pray,0.548753
asleep,tired,0.516128
ass,wipe,0.669083
assistant,deputy,0.482238
assume,suppose,0.570817
atom,carbon,0.776173
attack,snack,0.75116
attempt,feeble,0.739152
attic,cellar,0.524915
aunt,grace,0.654956
australia,under,0.927825
auto,motor,0.690793
average,estimate,0.633597
awake,conscience,0.709356
award,medal,0.480782
aware,conscious,0.541486
away,put,0.661728
ax,chop,0.666523
baby,kidnap,0.714425
back,strain,0.86367
backpack,handbag,0.578031
backward,bend,0.764321
bacon,pork,0.52457
bad,guilt,0.756934
bag,grab,0.528585
bake,cake,0.571236
ball,catch,0.656411
ballet,jazz,0.670425
balloon,inflation,0.795714
band,trombone,0.622237
bank,banker,0.417712
bar,restaurant,0.493752
bargain,value,0.772605
base,data,0.77881
baseball,team,0.63376
basic,extinct,0.987211
basket,waste,0.827859
basketball,baseball,0.461409
bass,cello,0.638079
bat,swatter,0.688579
bath,suds,0.783086
bathroom,bedroom,0.407998
beach,secluded,0.61716
beam,support,0.8854
bean,stalk,0.748464
bear,animal,0.664286
beard,shave,0.439418
beast,antelope,0.693119
beat,overpower,0.693443
beautiful,waterfall,0.727266
bed,sofa,0.360099
bedroom,bathroom,0.407998
bee,wasp,0.578912
beef,cornbeef,0.917204
beer,champagne,0.52794
before,foresight,1.01417
beg,steal,0.704956
begin,start,0.354555
beginner,amateur,0.696304
beginning,birth,0.764527
behind,back,0.512325
being,existence,0.737613
belief,concept,0.744139
believe,doubt,0.534684
bell,ring,0.402801
below,descent,0.781612
belt,asteroid,0.691583
bend,dent,0.80843
best,peak,0.938453
better,good,0.381361
bible,religious,0.624158
bicycle,ride,0.475333
big,trees,0.773064
bike,rack,0.696487
billy,goat,0.6436
biology,fungi,0.715747
bird,early,0.818483
bit,scrap,0.874041
bitch,roommate,0.689981
bite,scratch,0.612532
black,soot,0.715143
blame,ridicule,0.748813
blanket,pillow,0.530163
bleach,starch,0.726222
blonde,peroxide,0.744906
blood,hound,0.853206
blow,nose,0.620869
blue,adjective,0.938742
blush,flush,0.761646
board,cork,0.910795
boat,gravy,0.860235
body,abdomen,0.61687
bomb,nuclear,0.546305
bone,bury,0.796431
book,content,0.914871
boots,cowboy,0.566893
booze,bottle,0.575014
bored,excited,0.554178
boring,symphony,0.841088
borrow,sell,0.5641
boss,captain,0.709983
bother,offend,0.630871
bow,violin,0.662546
box,square,0.843164
boxer,champion,0.492175
boy,cuddle,0.651029
boyfriend,handsome,0.554597
boys,husky,0.734236
bra,adjustment,0.825392
bracelet,ankle,0.651616
brain,einstein,0.802714
branch,perch,0.776349
brave,soldier,0.491268
bravery,courage,0.365736
bread,flour,0.521288
break,mend,0.586262
breakfast,egg,0.689336
breathe,oxygen,0.474406
brick,house,0.659878
bride,wedding,0.297862
britain,britannica,0.87463
broccoli,vegetables,0.551563
broken,ribs,0.654099
brother,sibling,0.608163
brothers,blues,0.74885
brush,broom,0.664768
bubble,soap,0.708254
bucket,tub,0.574369
buffalo,herd,0.661789
bug,rodent,0.732876
build,lumber,0.746089
builder,creator,0.785262
building,complex,0.751065
bum,filthy,0.650213
bump,grind,0.664498
bush,plant,0.849898
business,statistics,0.975747
busy,downtown,0.673622
butter,popcorn,0.670455
butterfly,monarch,0.641235
cab,hail,0.688726
cabbage,spinach,0.493366
cabin,log,0.526864
cabinet,medicine,0.689404
cactus,desert,0.697028
cake,baker,0.666126
calculate,measure,0.592693
call,page,0.90517
calm,enrage,0.667528
camera,media,0.792188
camp,boot,0.598692
can,empty,0.681167
cancer,lung,0.521686
candle,birthday,0.747553
candy,tart,0.79476
cans,cupboard,0.840662
cant,impossible,0.718611
capability,competence,0.729112
car,petroleum,0.920486
card,stamp,0.810116
cards,gamble,0.660104
care,health,0.684336
careful,tactful,0.742198
caring,giving,0.722774
carpet,plush,0.687158
carrot,turnip,0.596452
carry,tow,0.768871
cars,fleet,0.76695
cash,check,0.62475
castle,sand,0.77258
cat,rat,0.502163
catholic,methodist,0.745085
cats,birds,0.637527
cause,picket,0.855768
cautious,discreet,0.618161
cave,cavity,0.765656
cell,brain,0.658469
center,central,0.695167
cereal,breakfast,0.575285
ceremony,graduation,0.572883
chain,keys,0.766588
chair,lawn,0.729831
chalk,board,0.886373
chance,last,0.637
change,dollars,0.771667
chaos,anarchy,0.411619
characteristic,quality,0.912664
cheap,expense,0.694868
cheat,betray,0.573744
check,pay,0.698678
cheese,melt,0.675867
chemistry,substance,0.709703
chest,breast,0.705707
chew,munch,0.723512
chicken,bone,0.728132
chief,indian,0.771607
child,needy,0.756694
children,blocks,0.905341
china,empire,0.733639
chip,chisel,0.90191
chocolate,sprinkle,0.76508
choice,decide,0.507993
choose,prefer,0.53146
christ,lord,0.63061
christmas,decoration,0.777693
church,worship,0.541471
cigarette,marijuana,0.639341
circle,spin,0.793858
circus,parade,0.707189
city,slum,0.66679
clam,shell,0.499052
class,endless,1.02009
clay,crafts,0.815208
clean,dustpan,0.549214
cleaner,pipe,0.792064
clear,crystal,0.570337
cliff,bluff,0.730159
climate,temperature,0.648324
climb,ascent,0.457055
clipper,hedge,0.888258
clock,snooze,0.630273
close,bolt,0.798342
closed,curtains,0.69161
closing,winding,0.761261
cloth,towel,0.629395
clothes,costume,0.503477
cloudy,clear,0.775825
clown,balloon,0.641546
club,comedy,0.774531
clue,context,0.884044
coat,hanger,0.682194
cocaine,drug,0.315541
code,ethics,0.685171
coffee,sugar,0.54341
coke,can,0.732226
cold,dark,0.610046
collar,neck,0.570666
college,application,0.87657
cologne,fragrance,0.705081
color,brown,0.604997
come,arrive,0.599724
comfortable,casual,0.693593
comment,insult,0.704989
communism,democracy,0.483193
communist,dictator,0.66059
compact,dense,0.745826
company,publisher,0.768856
computer,enter,0.827936
con,persuade,0.93586
conceited,attitude,0.699467
concert,stadium,0.651114
concrete,cement,0.478456
condom,lubricate,0.730913
conference,press,0.544604
confess,testify,0.581216
confusion,mass,0.953404
congress,committee,0.505757
conservative,republican,0.589288
construction,crane,0.747793
continent,nation,0.630067
control,pest,0.730575
cook,gourmet,0.567419
cool,awesome,0.314309
cop,badge,0.580171
copy,printer,0.835125
coral,cape,0.864848
corn,field,0.747347
cotton,soft,0.730654
couch,comfortable,0.57722
cough,throat,0.639569
country,map,0.847296
course,objective,0.888082
court,accuse,0.822334
cover,top,0.747987
cow,haystack,0.86072
cowboy,rider,0.660116
crab,seafood,0.508693
crack,walnut,0.852856
cracker,nut,0.644437
crackle,crunch,0.734186
crafts,ceramics,0.609747
crash,plane,0.487811
crayon,chalk,0.65535
crazy,silly,0.475968
create,imagine,0.7217
creator,god,0.587186
crime,fraud,0.538557
criminal,handcuffs,0.755555
crooked,bent,0.610296
crops,farmer,0.534796
crowd,riot,0.59991
crunchy,leaves,0.861362
cry,spank,0.856116
cuddle,cradle,0.810513
cup,cone,0.789101
cure,disease,0.546771
curtains,blinds,0.389272
cut,mower,0.758285
cute,kitten,0.595234
dad,son,0.390322
dagger,digger,0.863367
daily,routine,0.613202
dam,flood,0.593841
dance,music,0.494636
dancer,acrobat,0.900658
danger,motorcycle,0.869521
dangerous,critical,0.750724
daring,bold,0.500651
dark,woods,0.660703
data,analysis,0.576146
date,couple,0.779427
day,month,0.422796
days,times,0.420866
dead,healthy,0.715409
deaf,dumb,0.529773
death,coffin,0.665511
decay,decompose,0.665612
decide,decision,0.466536
decision,dilemma,0.758596
deep,breath,0.602724
deer,moose,0.538424
defeat,lose,0.635069
defense,tackle,0.865766
definition,term,0.667053
deodorant,secret,0.844554
dependable,responsible,0.893825
dependent,addict,0.802247
descend,down,0.826806
desert,caravan,0.80939
desk,shelf,0.640471
destroy,construct,0.701773
destruction,damage,0.567995
devil,hell,0.530692
diamond,coal,0.741602
diary,personal,0.6859
dictionary,anisette,0.958271
die,grave,0.658943
different,awkward,0.670168
dill,pickle,0.610394
dime,penny,0.529343
dinner,cafe,0.728614
dinosaur,creature,0.637945
direct,point,0.829342
direction,clockwise,0.601395
directions,instruct,0.967205
dirt,fill,0.872515
dirty,lice,0.797873
disagree,argue,0.561073
disagreement,argument,0.634844
disappear,perish,0.693649
disc,computer,0.718562
disease,treatment,0.664971
disgusting,crude,0.770513
dish,rinse,0.768442
dishes,scrub,0.756838
ditch,grove,0.872818
dive,swan,0.769231
divide,quotient,0.762232
do,let,0.335939
doctor,physical,0.80245
doe,stag,0.826913
dog,pluto,0.776618
doll,toy,0.448675
dollar,pound,0.394539
dollars,fund,0.662915
dolphin,fin,0.737305
done,enough,0.456884
donkey,zebra,0.784689
dont,disturb,0.806066
door,hatch,0.670464
dots,spots,0.675851
doughnut,dough,0.715768
down,tumble,0.765908
drain,plumber,0.64299
draw,artist,0.736319
dream,possible,0.713339
dress,wear,0.355831
drink,alcohol,0.475699
drip,faucet,0.648966
drive,van,0.725254
driver,truck,0.440137
driving,license,0.516502
drop,spill,0.646381
drug,acid,0.810187
drugs,heroin,0.285555
drunk,stoned,0.499502
dry,thirsty,0.598588
duck,mongoose,0.792881
dull,tarnish,0.84301
dumb,idiot,0.440954
dusk,evening,0.668237
dust,cleaning,0.701364
duty,responsibility,0.570998
ear,eye,0.610671
early,morning,0.465973
earth,matter,0.739962
earthquake,evacuate,0.660008
east,direction,0.661468
easy,tranquil,0.789957
eat,banquet,0.610914
egg,protein,0.851983
eggs,row,0.969017
egypt,camel,0.661117
eight,section,0.827242
elect,ballot,0.721019
electric,charge,0.749899
electricity,amp,0.740191
elephant,husk,0.859772
elevator,up,0.711268
eleven,seven,0.267329
embarrass,degrade,0.743187
emergency,siren,0.581245
emotion,expression,0.606942
empire,dynasty,0.580276
employer,boss,0.694095
empty,without,0.722399
encourage,recommend,0.800704
end,summary,0.874362
ending,nerves,0.873831
enemy,friendship,0.706063
energy,energetic,0.65684
england,royal,0.717843
english,comma,0.935361
enlarge,increase,0.833899
enough,often,0.766177
enter,entry,0.537158
environment,pollution,0.62909
erupt,explode,0.587254
even,truce,0.81876
evidence,trace,0.636955
evil,harm,0.622197
exact,identical,0.60263
example,instance,0.463753
excited,fun,0.553173
excuse,explain,0.550285
exercise,headband,0.875371
exhale,breathe,0.360765
exit,escape,0.59099
expensive,text,1.0091
experiment,procedure,0.676845
explain,justify,0.629467
explode,atomic,0.69334
explosion,population,0.777027
extinct,exist,0.734342
extrovert,outgoing,0.638747
eye,look,0.605461
eyes,wake,0.685464
face,powder,0.693102
fad,fashion,0.672361
fail,cheat,0.661431
failure,flunk,0.769228
faint,lightheaded,0.649962
fair,justice,0.663965
faith,trust,0.566858
fake,mimic,0.713419
fall,stand,0.62096
false,phony,0.654507
family,home,0.503006
fantasy,ecstasy,0.735897
far,local,0.920007
farm,rooster,0.729233
fashion,orderly,0.658662
fast,hustle,0.760086
fat,weigh,0.679783
father,nun,0.595053
fear,scream,0.648018
feel,stroke,0.791163
feeling,jealousy,0.642475
feet,web,0.991553
female,attractive,0.621072
fence,boundary,0.638162
few,calories,0.884142
fiction,fairytale,0.791948
field,football,0.6257
fight,scar,0.79321
fighter,lover,0.674429
film,reel,0.656184
find,hunt,0.605203
finger,appendage,0.731837
finish,adjourn,0.751801
finished,through,0.774532
fire,engine,0.679382
first,main,0.7073
fish,fond,0.810538
fishing,sailing,0.627556
fist,grasp,0.739711
five,nickel,0.742007
fix,broken,0.476892
flag,mailbox,0.929884
flakes,dandruff,0.715258
flirt,fling,0.663611
float,tread,0.825846
floor,bottom,0.643838
flop,flap,0.799892
florida,heat,0.822594
flower,leaf,0.682858
flowers,plants,0.484267
flute,oboe,0.432675
fly,travel,0.632969
fog,unclear,0.888322
fold,napkin,0.59617
folder,notebook,0.702258
follower,leadership,0.844409
food,vegetable,0.676926
foot,splinter,0.792841
football,league,0.487185
for,account,0.880695
force,intensity,0.785944
foreign,exchange,0.665074
foresight,insight,0.872947
forest,path,0.723063
forever,life,0.452769
forgive,mistake,0.499797
fork,spatula,0.650249
fortune,luck,0.566892
forward,direct,0.881951
found,find,0.322104
four,fantastic,0.773775
fox,mink,0.573407
fragile,frigid,0.740761
frame,glasses,0.7652
france,tour,0.721055
frankenstein,dracula,0.467362
fraternity,club,0.615979
freedom,gull,0.89471
friend,foe,0.680955
fries,steak,0.528924
fright,beware,0.780795
frightened,sacred,0.896328
frog,biology,0.707694
front,rear,0.460334
fruit,lemon,0.736875
fudge,vanilla,0.632253
full,hungry,0.748861
fun,prom,0.621673
fungus,moss,0.706211
funny,outrageous,0.623204
furniture,antique,0.504877
future,technology,0.724604
gain,net,0.841777
gamble,poker,0.622578
game,rules,0.594237
gander,geese,0.656703
garbage,wasted,0.729316
garden,herb,0.609628
gas,steam,0.702623
gather,compose,0.812437
geek,loser,0.678444
general,colonel,0.391723
geometry,graph,0.770634
george,boy,0.671985
get,bring,0.340796
ghost,fright,0.603453
gift,donation,0.661554
gin,brandy,0.480159
girl,bracelet,0.708881
girlfriend,sweetheart,0.511487
girls,softball,0.68229
give,return,0.608265
glass,smash,0.639238
glasses,shade,0.757567
glory,praise,0.502136
gloves,boxer,0.728338
glue,sticker,0.762074
go,brake,0.76067
goal,career,0.760566
god,pope,0.669857
gold,olympics,0.733573
gone,done,0.42785
goo,slime,0.625141
good,something,0.543527
goose,bumps,0.603507
government,tax,0.74305
grab,release,0.736738
graduation,ceremony,0.572883
grand,big,0.696165
grandma,knitting,0.782793
grape,jelly,0.814863
graph,diagram,0.487761
grasp,reach,0.613719
grass,pasture,0.618199
grave,cemetery,0.407598
great,bravado,0.792924
greed,envy,0.632193
green,mints,0.8121
grill,bar,0.642596
groceries,store,0.496943
gross,slug,0.8326
ground,camp,0.796718
group,join,0.650333
grow,shrink,0.706229
growth,fungus,0.811448
guard,palace,0.652014
guess,theorem,0.953543
guilt,ashamed,0.664968
guilty,confess,0.543976
guitar,base,0.994256
gum,candy,0.588059
gun,colt,0.673935
habit,addiction,0.623422
hair,forehead,0.596883
hall,pool,0.713528
halloween,pumpkin,0.511507
hallway,doorway,0.544972
hamburger,onion,0.747627
hammer,carpenter,0.706827
hand,felt,0.726163
hands,prayer,0.793842
happy,live,0.580645
hard,discomfort,0.843496
harvest,crops,0.463681
hat,bandanna,0.481149
hate,greed,0.672915
have,retain,0.809178
hay,wheat,0.620978
head,department,0.638516
headache,pain,0.502289
health,condition,0.715478
healthy,ill,0.742091
hear,see,0.427753
heart,attack,0.672239
heat,oven,0.591592
heaven,sky,0.568967
heavy,lift,0.5917
hell,pit,0.728018
hello,visit,0.648144
help,cure,0.615867
helper,assistance,0.76522
her,she,0.132889
here,away,0.456017
hidden,obvious,0.742971
high,fever,0.805284
higher,education,0.690744
highway,lane,0.677474
hill,incline,0.661121
hint,cue,0.836719
hip,thigh,0.590756
hit,pounce,0.72049
hitchhike,thumb,0.903543
hog,bog,0.825478
hold,stall,0.701102
hole,torn,0.80411
holy,bible,0.6841
home,location,0.8947
homeless,nomad,0.885089
homework,complete,0.805654
honest,dishonest,0.53116
honesty,deception,0.648612
honor,pledge,0.64273
hoop,earring,0.778862
horn,antler,0.678563
horse,cattle,0.582759
hose,stocking,0.879911
hospital,visitor,0.786441
hostess,stewardess,0.52223
hot,thermometer,0.648062
hotel,lounge,0.714592
hound,gray,0.865141
hours,semester,0.771143
house,haunt,0.760724
hug,arms,0.623235
hula,hawaii,0.746353
human,race,0.613607
hundred,percentage,0.742537
hunger,crave,0.715527
hungry,sandwich,0.503599
hunter,predator,0.577537
hurricane,earthquake,0.563319
